text,keywords_indices,keywords_count
"['this', 'is', 'not', 'related', 'to', 'my', 'search']",[6],1
"['find', 'information', 'about', 'causes', 'of', 'excessive', 'facial', 'flushing']","[3, 5, 7]",3
"['would', 'you', 'like', 'directions', 'to', 'flushing', 'new', 'york']","[3, 5]",2
"['no', 'im', 'interested', 'in', 'excessive', 'facial', 'flushing', 'causes']","[5, 6]",2
"['find', 'information', 'about', 'causes', 'of', 'excessive', 'facial', 'flushing']","[5, 7]",2
"['would', 'you', 'like', 'to', 'know', 'about', 'blushing']",[0],1
"['no', 'facial', 'flushing']",[2],1
"['find', 'information', 'about', 'causes', 'of', 'excessive', 'facial', 'flushing']","[3, 5, 7]",3
"['would', 'you', 'like', 'to', 'know', 'about', 'the', 'plumbing', 'mechanisms', 'of', 'flushing']",[10],1
"['no', 'i', 'would', 'like', 'information', 'on', 'facial', 'flushing', 'for', 'the', 'body']","[7, 10]",2
"['find', 'information', 'about', 'causes', 'of', 'excessive', 'facial', 'flushing']","[3, 5, 7]",3
"['would', 'you', 'like', 'to', 'see', 'diagrams', 'of', 'how', 'a', 'toilet', 'flushes']","[0, 4, 10]",3
"['no', 'i', 'want', 'to', 'see', 'information', 'about', 'excessive', 'facial', 'flushing']","[4, 7, 9]",3
"['find', 'information', 'about', 'causes', 'of', 'excessive', 'facial', 'flushing']","[3, 5, 7]",3
"['are', 'you', 'looking', 'for', 'a', 'directions', 'to', 'the', 'new', 'york', 'hall', 'of', 'science', 'in', 'flushing', 'meadows', 'corona', 'park']","[5, 14]",2
"['find', 'information', 'about', 'causes', 'of', 'excessive', 'facial', 'flushing']","[5, 7]",2
"['are', 'you', 'looking', 'for', 'a', 'specific', 'product', 'in', 'flushing', 'queens']",[8],1
"['no', 'i', 'want', 'to', 'know', 'the', 'causes', 'of', 'facial', 'flushing']","[8, 9]",2
"['find', 'information', 'about', 'causes', 'of', 'excessive', 'facial', 'flushing']","[3, 5, 7]",3
"['are', 'you', 'referring', 'to', 'flushing', 'new', 'york']",[4],1
"['no', 'facial', 'flushing']","[1, 2]",2
"['find', 'information', 'about', 'causes', 'of', 'excessive', 'facial', 'flushing']","[3, 7]",2
"['arey', 'you', 'conerned', 'about', 'someones', 'face', 'becoming', 'red']","[5, 7]",2
"['no', 'i', 'want', 'to', 'learn', 'about', 'the', 'causes', 'of', 'excessive', 'flushing']",[10],1
"['find', 'information', 'about', 'causes', 'of', 'excessive', 'facial', 'flushing']","[3, 5, 7]",3
"['do', 'you', 'want', 'to', 'know', 'why', 'your', 'face', 'is', 'flushing']","[7, 9]",2
['yes'],[0],1
"['find', 'information', 'about', 'causes', 'of', 'excessive', 'facial', 'flushing']","[3, 5, 7]",3
"['what', 'aspect', 'of', 'the', 'flushing', 'remostrance', 'would', 'you', 'like', 'to', 'learn', 'more', 'about']","[4, 6, 10]",3
"['i', 'am', 'not', 'sure']",[3],1
"['find', 'information', 'about', 'causes', 'of', 'excessive', 'facial', 'flushing']",[7],1
"['what', 'flushing', 'are', 'you', 'interested', 'in', 'toilet', 'or', 'facial']",[1],1
"['am', 'interested', 'in', 'facial', 'flushing']","[3, 4]",2
"['find', 'information', 'about', 'causes', 'of', 'excessive', 'facial', 'flushing']","[6, 7]",2
"['what', 'items', 'are', 'you', 'interested', 'in', 'flushing', 'down', 'the', 'toilet']","[1, 6]",2
"['find', 'information', 'about', 'causes', 'of', 'excessive', 'facial', 'flushing']","[3, 5, 7]",3
"['why', 'do', 'people', 'blush', 'what', 'is', 'blushing']","[2, 3]",2
"['are', 'you', 'interested', 'in', 'ways', 'to', 'fix', 'problems', 'flushing', 'the', 'toilet']",[8],1
"['why', 'do', 'people', 'blush', 'what', 'is', 'blushing']",[3],1
"['which', 'battle', 'would', 'you', 'like', 'to', 'learn', 'about', 'how', 'the', 'technique', 'of', 'flushing', 'was', 'used']",[12],1
"['i', 'dont', 'understand', 'your', 'question']",[1],1
"['why', 'do', 'people', 'blush', 'what', 'is', 'blushing']",[3],1
"['would', 'you', 'like', 'directions', 'to', 'flushing', 'new', 'york']","[5, 6]",2
"['no', 'i', 'am', 'asking', 'for', 'what', 'is', 'the', 'explanation', 'of', 'blushing', 'and', 'why', 'people', 'do', 'it']",[3],1
"['why', 'do', 'people', 'blush', 'what', 'is', 'blushing']",[3],1
"['would', 'you', 'like', 'to', 'know', 'about', 'blushing']",[6],1
"['yes', 'i', 'would', 'like', 'to', 'know', 'what', 'is', 'blushing']",[8],1
"['why', 'do', 'people', 'blush', 'what', 'is', 'blushing']",[3],1
"['would', 'you', 'like', 'to', 'know', 'about', 'the', 'plumbing', 'mechanisms', 'of', 'flushing']",[10],1
"['this', 'is', 'not', 'related', 'to', 'my', 'search']",[3],1
"['why', 'do', 'people', 'blush', 'what', 'is', 'blushing']",[2],1
"['would', 'you', 'like', 'to', 'see', 'diagrams', 'of', 'how', 'a', 'toilet', 'flushes']",[10],1
"['no', 'i', 'am', 'interested', 'in', 'people', 'turning', 'red', 'which', 'is', 'known', 'as', 'blushing']",[10],1
"['why', 'do', 'people', 'blush', 'what', 'is', 'blushing']",[3],1
"['no', 'i', 'want', 'to', 'know', 'more', 'about', 'the', 'act', 'of', 'blushing', 'or', 'cheeks', 'turning', 'red']",[2],1
"['why', 'do', 'people', 'blush', 'what', 'is', 'blushing']",[2],1
"['are', 'you', 'looking', 'for', 'a', 'specific', 'product', 'in', 'flushing', 'queens']",[8],1
"['no', 'i', 'want', 'to', 'know', 'what', 'makes', 'people', 'blush']",[2],1
"['why', 'do', 'people', 'blush', 'what', 'is', 'blushing']","[2, 3]",2
"['are', 'you', 'referring', 'to', 'flushing', 'new', 'york']",[4],1
"['arey', 'you', 'conerned', 'about', 'someones', 'face', 'becoming', 'red']",[0],1
"['why', 'do', 'people', 'blush', 'what', 'is', 'blushing']","[2, 3]",2
"['do', 'you', 'want', 'to', 'know', 'why', 'your', 'face', 'is', 'flushing']",[9],1
['yes'],[0],1
"['why', 'do', 'people', 'blush', 'what', 'is', 'blushing']",[3],1
"['what', 'aspect', 'of', 'the', 'flushing', 'remostrance', 'would', 'you', 'like', 'to', 'learn', 'more', 'about']",[4],1
"['no', 'i', 'want', 'to', 'know', 'why', 'people', 'blush']",[2],1
"['neither', 'im', 'looking', 'for', 'more', 'info', 'on', 'blushing', 'or', 'cheeks', 'turning', 'red']",[0],1
"['why', 'do', 'people', 'blush', 'what', 'is', 'blushing']",[3],1
"['what', 'items', 'are', 'you', 'interested', 'in', 'flushing', 'down', 'the', 'toilet']",[6],1
"['none', 'i', 'want', 'to', 'know', 'what', 'blushing', 'is', 'and', 'why', 'people', 'do', 'it']",[10],1
"['why', 'do', 'people', 'blush', 'what', 'is', 'blushing']",[3],1
"['find', 'a', 'street', 'map', 'of', 'flushing', 'ny']","[2, 5]",2
"['are', 'you', 'interested', 'in', 'ways', 'to', 'fix', 'problems', 'flushing', 'the', 'toilet']","[2, 7, 8]",3
"['no', 'i', 'need', 'a', 'street', 'map', 'of', 'flushing', 'ny']","[2, 7]",2
"['find', 'a', 'street', 'map', 'of', 'flushing', 'ny']","[2, 5]",2
"['which', 'battle', 'would', 'you', 'like', 'to', 'learn', 'about', 'how', 'the', 'technique', 'of', 'flushing', 'was', 'used']","[4, 12]",2
"['i', 'want', 'to', 'see', 'a', 'map', 'of', 'the', 'the', 'town', 'of', 'flushing', 'in', 'the', 'state', 'of', 'new', 'york']","[1, 9, 17]",3
"['find', 'a', 'street', 'map', 'of', 'flushing', 'ny']",[5],1
"['would', 'you', 'like', 'directions', 'to', 'flushing', 'new', 'york']","[5, 7]",2
"['no', 'just', 'a', 'general', 'street', 'map', 'of', 'flushing', 'new', 'york']","[5, 7]",2
"['find', 'a', 'street', 'map', 'of', 'flushing', 'ny']","[0, 3, 5]",3
"['would', 'you', 'like', 'to', 'know', 'about', 'blushing']",[4],1
"['no', 'i', 'want', 'a', 'street', 'map', 'of', 'flushing', 'ny']","[2, 7]",2
"['find', 'a', 'street', 'map', 'of', 'flushing', 'ny']","[3, 5, 6]",3
"['would', 'you', 'like', 'to', 'know', 'about', 'the', 'plumbing', 'mechanisms', 'of', 'flushing']",[4],1
"['find', 'a', 'street', 'map', 'of', 'flushing', 'ny']","[2, 5]",2
"['no', 'i', 'am', 'looking', 'for', 'a', 'street', 'map', 'of', 'the', 'neighborhood', 'called', 'flushing', 'in', 'ny']","[7, 12, 14]",3
"['find', 'a', 'street', 'map', 'of', 'flushing', 'ny']",[5],1
"['are', 'you', 'looking', 'for', 'a', 'directions', 'to', 'the', 'new', 'york', 'hall', 'of', 'science', 'in', 'flushing', 'meadows', 'corona', 'park']","[9, 14, 16]",3
"['no', 'i', 'am', 'looking', 'for', 'a', 'map', 'of', 'the', 'flushing', 'neighborhood', 'area', 'only']","[9, 11]",2
"['find', 'a', 'street', 'map', 'of', 'flushing', 'ny']","[0, 5]",2
"['are', 'you', 'looking', 'for', 'a', 'specific', 'product', 'in', 'flushing', 'queens']","[2, 8]",2
"['no', 'i', 'need', 'a', 'street', 'map', 'of', 'flushing', 'ny']",[2],1
"['find', 'a', 'street', 'map', 'of', 'flushing', 'ny']",[5],1
"['are', 'you', 'referring', 'to', 'flushing', 'new', 'york']","[4, 5]",2
"['yes', 'exactly']",[0],1
"['find', 'a', 'street', 'map', 'of', 'flushing', 'ny']",[5],1
"['arey', 'you', 'conerned', 'about', 'someones', 'face', 'becoming', 'red']",[0],1
"['no', 'i', 'want', 'a', 'map', 'of', 'the', 'flushing', 'neigborhood', 'in', 'new', 'york', 'city']","[2, 7, 11]",3
"['find', 'a', 'street', 'map', 'of', 'flushing', 'ny']","[2, 5]",2
"['do', 'you', 'want', 'to', 'know', 'why', 'your', 'face', 'is', 'flushing']","[2, 4]",2
"['no', 'i', 'would', 'like', 'to', 'find', 'out', 'where', 'is', 'the', 'city', 'flushing', 'is', 'located', 'in', 'ny']",[15],1
"['find', 'a', 'street', 'map', 'of', 'flushing', 'ny']","[0, 5]",2
"['none', 'i', 'am', 'interested', 'in', 'the', 'street', 'map', 'of', 'names', 'and', 'blocks']",[3],1
"['find', 'a', 'street', 'map', 'of', 'flushing', 'ny']","[2, 5]",2
"['what', 'flushing', 'are', 'you', 'interested', 'in', 'toilet', 'or', 'facial']","[1, 4]",2
"['not', 'that', 'kind', 'of', 'flushing', 'i', 'want', 'a', 'street', 'map', 'of', 'flushing', 'ny']","[4, 6]",2
"['find', 'a', 'street', 'map', 'of', 'flushing', 'ny']","[2, 5]",2
"['what', 'items', 'are', 'you', 'interested', 'in', 'flushing', 'down', 'the', 'toilet']","[1, 4]",2
"['find', 'a', 'street', 'map', 'of', 'flushing', 'ny']","[0, 3, 5]",3
"['what', 'do', 'moths', 'and', 'butterflies', 'eat']","[2, 5]",2
"['are', 'you', 'interested', 'in', 'moth', 'biology']","[2, 4]",2
"['no', 'i', 'want', 'to', 'know', 'what', 'moths', 'and', 'butterflies', 'eat']","[6, 8, 9]",3
"['what', 'do', 'moths', 'and', 'butterflies', 'eat']",[2],1
"['do', 'you', 'need', 'to', 'identify', 'a', 'moth']","[2, 4, 6]",3
"['no', 'i', 'want', 'to', 'know', 'what', 'they', 'eat']",[7],1
"['what', 'do', 'moths', 'and', 'butterflies', 'eat']","[2, 5]",2
"['do', 'you', 'need', 'to', 'see', 'a', 'picture', 'of', 'moth']","[2, 4, 8]",3
"['no', 'i', 'would', 'like', 'information', 'on', 'what', 'moths', 'and', 'butterflies', 'eat']","[2, 7, 10]",3
"['what', 'do', 'moths', 'and', 'butterflies', 'eat']","[2, 5]",2
"['which', 'type', 'of', 'moth', 'are', 'you', 'looking', 'for']",[3],1
"['i', 'want', 'to', 'lnow', 'what', 'moths', 'and', 'butterflies', 'eat']",[5],1
"['what', 'do', 'moths', 'and', 'butterflies', 'eat']","[2, 4]",2
"['would', 'you', 'like', 'to', 'know', 'how', 'to', 'catch', 'moths']","[7, 8]",2
"['what', 'do', 'moths', 'and', 'butterflies', 'eat']","[2, 5]",2
"['are', 'you', 'interested', 'in', 'moth', 'life', 'cycle']","[2, 4, 6]",3
"['no', 'i', 'am', 'interested', 'in', 'moth', 'diets']",[5],1
"['what', 'do', 'moths', 'and', 'butterflies', 'eat']",[2],1
"['are', 'you', 'interested', 'in', 'what', 'draws', 'a', 'moth', 'to', 'flame']","[2, 5, 7]",3
"['no', 'just', 'what', 'they', 'eat']",[4],1
"['what', 'do', 'moths', 'and', 'butterflies', 'eat']","[2, 5]",2
"['are', 'you', 'looking', 'for', 'luna', 'moths']",[4],1
"['no', 'i', 'am', 'wondering', 'what', 'moths', 'and', 'butterflies', 'eat']",[3],1
"['what', 'do', 'moths', 'and', 'butterflies', 'eat']",[2],1
"['are', 'you', 'looking', 'to', 'fix', 'a', 'moth', 'infestation']",[6],1
"['maybe', 'specifically', 'what', 'do', 'moths', 'and', 'butterflies', 'eat']","[4, 7]",2
"['what', 'do', 'moths', 'and', 'butterflies', 'eat']","[2, 5]",2
"['are', 'you', 'really', 'reffering', 'to', 'mothra']","[2, 3, 5]",3
"['no', 'i', 'want', 'to', 'know', 'what', 'moths', 'and', 'butterflies', 'eat']","[2, 6, 8]",3
"['what', 'do', 'moths', 'and', 'butterflies', 'eat']","[2, 5]",2
"['are', 'you', 'wondering', 'what', 'moths', 'eat']","[4, 5]",2
"['yes', 'i', 'want', 'to', 'know', 'about', 'the', 'diet', 'of', 'both', 'moths', 'and', 'butterflies']",[10],1
"['what', 'do', 'moths', 'and', 'butterflies', 'eat']",[2],1
"['are', 'you', 'wondering', 'where', 'to', 'find', 'moths']",[6],1
"['no', 'i', 'am', 'wondering', 'what', 'they', 'eat']",[6],1
"['what', 'do', 'moths', 'and', 'butterflies', 'eat']","[2, 5]",2
"['do', 'you', 'need', 'any', 'specific', 'information', 'for', 'controlling', 'moths']","[2, 4, 8]",3
"['i', 'am', 'looking', 'for', 'information', 'about', 'their', 'eating', 'habits']",[7],1
"['what', 'do', 'moths', 'and', 'butterflies', 'eat']","[2, 5]",2
"['find', 'pictures', 'of', 'moths']",[3],1
"['are', 'you', 'interested', 'in', 'moth', 'biology']",[4],1
"['no', 'i', 'am', 'looking', 'for', 'pictures', 'of', 'moths']","[5, 7]",2
"['find', 'pictures', 'of', 'moths']",[3],1
"['do', 'you', 'need', 'to', 'identify', 'a', 'moth']","[2, 4, 6]",3
"['maybe', 'i', 'would', 'like', 'to', 'see', 'pictures', 'of', 'moths']","[2, 8]",2
"['find', 'pictures', 'of', 'moths']",[3],1
"['do', 'you', 'need', 'to', 'see', 'a', 'picture', 'of', 'moth']","[2, 6, 8]",3
['yes'],[0],1
"['find', 'pictures', 'of', 'moths']",[3],1
"['which', 'type', 'of', 'moth', 'are', 'you', 'looking', 'for']",[3],1
"['im', 'not', 'looking', 'for', 'a', 'specific', 'one', 'just', 'some', 'pictures', 'of', 'moths']","[0, 2, 11]",3
"['find', 'pictures', 'of', 'moths']",[3],1
"['would', 'you', 'like', 'to', 'know', 'how', 'to', 'catch', 'moths']",[8],1
"['no', 'i', 'just', 'want', 'pictures', 'of', 'them']",[4],1
"['find', 'pictures', 'of', 'moths']",[3],1
"['are', 'you', 'interested', 'in', 'moth', 'life', 'cycle']","[4, 5, 6]",3
"['pictures', 'of', 'different', 'moths']",[3],1
"['find', 'pictures', 'of', 'moths']",[3],1
"['are', 'you', 'interested', 'in', 'what', 'draws', 'a', 'moth', 'to', 'flame']",[7],1
"['no', 'i', 'just', 'want', 'pictures', 'of', 'them']","[3, 4]",2
"['find', 'pictures', 'of', 'moths']",[3],1
"['are', 'you', 'looking', 'for', 'luna', 'moths']","[2, 5]",2
"['images', 'for', 'luna', 'moths', 'and', 'other', 'moths']",[3],1
"['find', 'pictures', 'of', 'moths']",[3],1
"['are', 'you', 'looking', 'to', 'fix', 'a', 'moth', 'infestation']",[6],1
"['no', 'i', 'an', 'intersted', 'in', 'seeing', 'photos', 'of', 'moths']","[5, 6, 8]",3
"['find', 'pictures', 'of', 'moths']",[3],1
"['are', 'you', 'really', 'reffering', 'to', 'mothra']","[2, 3]",2
"['no', 'i', 'am', 'referring', 'to', 'actual', 'moths']","[3, 6]",2
"['find', 'pictures', 'of', 'moths']",[3],1
"['are', 'you', 'wondering', 'what', 'moths', 'eat']",[4],1
"['i', 'do', 'not', 'need', 'that', 'information']","[3, 5]",2
"['find', 'pictures', 'of', 'moths']",[3],1
"['are', 'you', 'wondering', 'where', 'to', 'find', 'moths']",[6],1
"['no', 'i', 'need', 'to', 'find', 'pictures', 'of', 'them']",[5],1
"['find', 'pictures', 'of', 'moths']",[3],1
"['do', 'you', 'need', 'any', 'specific', 'information', 'for', 'controlling', 'moths']",[8],1
"['no', 'i', 'want', 'pictures', 'of', 'them']",[2],1
"['find', 'pictures', 'of', 'moths']","[1, 3]",2
"['how', 'can', 'i', 'identify', 'different', 'types', 'of', 'moths']",[7],1
"['yes', 'i', 'want', 'to', 'learn', 'how', 'to', 'identify', 'different', 'types', 'of', 'moths']",[11],1
"['how', 'can', 'i', 'identify', 'different', 'types', 'of', 'moths']",[7],1
"['no', 'i', 'want', 'to', 'know', 'how', 'to', 'identify', 'different', 'types', 'of', 'moths']",[11],1
"['how', 'can', 'i', 'identify', 'different', 'types', 'of', 'moths']",[7],1
"['i', 'am', 'looking', 'for', 'all', 'different', 'types']",[2],1
"['how', 'can', 'i', 'identify', 'different', 'types', 'of', 'moths']","[3, 7]",2
"['would', 'you', 'like', 'to', 'know', 'how', 'to', 'catch', 'moths']","[7, 8]",2
"['are', 'you', 'talking', 'about', 'moths', 'in', 'general', 'or', 'do', 'you', 'have', 'a', 'particular', 'moth', 'in', 'mind']","[4, 12]",2
"['how', 'can', 'i', 'identify', 'different', 'types', 'of', 'moths']",[7],1
"['no', 'i', 'want', 'to', 'know', 'how', 'to', 'identify', 'different', 'moths']",[9],1
"['how', 'can', 'i', 'identify', 'different', 'types', 'of', 'moths']","[3, 7]",2
"['no', 'i', 'want', 'to', 'know', 'how', 'to', 'tell', 'different', 'moth', 'types', 'apart']",[9],1
"['how', 'can', 'i', 'identify', 'different', 'types', 'of', 'moths']",[7],1
"['yes', 'how', 'can', 'i', 'identify', 'different', 'types']",[4],1
"['how', 'can', 'i', 'identify', 'different', 'types', 'of', 'moths']",[7],1
"['no', 'i', 'want', 'to', 'learn', 'about', 'different', 'types']",[4],1
"['how', 'can', 'i', 'identify', 'different', 'types', 'of', 'moths']",[7],1
"['are', 'you', 'really', 'reffering', 'to', 'mothra']",[2],1
"['how', 'can', 'i', 'identify', 'different', 'types', 'of', 'moths']",[7],1
"['no', 'i', 'am', 'wanting', 'to', 'know', 'how', 'to', 'identify', 'different', 'types', 'of', 'moths']",[12],1
"['how', 'can', 'i', 'identify', 'different', 'types', 'of', 'moths']",[7],1
"['no', 'i', 'want', 'to', 'identify', 'different', 'types', 'moths']",[7],1
"['how', 'can', 'i', 'identify', 'different', 'types', 'of', 'moths']",[7],1
"['do', 'you', 'need', 'any', 'specific', 'information', 'for', 'controlling', 'moths']",[8],1
"['how', 'can', 'i', 'identify', 'different', 'types', 'of', 'moths']","[3, 7]",2
"['what', 'do', 'moth', 'eggs', 'look', 'like']",[2],1
"['sort', 'of', 'i', 'want', 'to', 'know', 'what', 'their', 'eggs', 'look', 'like']",[9],1
"['what', 'do', 'moth', 'eggs', 'look', 'like']",[2],1
"['i', 'dont', 'know', 'i', 'want', 'to', 'know', 'what', 'moth', 'eggs', 'look', 'like']","[8, 10]",2
"['what', 'do', 'moth', 'eggs', 'look', 'like']",[2],1
"['do', 'you', 'need', 'to', 'see', 'a', 'picture', 'of', 'moth']",[8],1
"['not', 'of', 'a', 'moth', 'per', 'se', 'but', 'of', 'something', 'mothrelated']","[3, 5]",2
"['what', 'do', 'moth', 'eggs', 'look', 'like']",[2],1
"['none', 'i', 'am', 'asking', 'about', 'moth', 'eggs']",[5],1
"['what', 'do', 'moth', 'eggs', 'look', 'like']",[2],1
"['would', 'you', 'like', 'to', 'know', 'how', 'to', 'catch', 'moths']","[7, 8]",2
"['what', 'do', 'moth', 'eggs', 'look', 'like']",[2],1
"['i', 'want', 'to', 'know', 'what', 'moth', 'eggs', 'look', 'like']",[5],1
"['what', 'do', 'moth', 'eggs', 'look', 'like']",[2],1
"['no', 'i', 'want', 'to', 'know', 'what', 'moth', 'eggs', 'look', 'like']","[6, 8]",2
"['what', 'do', 'moth', 'eggs', 'look', 'like']",[2],1
"['are', 'you', 'looking', 'to', 'fix', 'a', 'moth', 'infestation']",[6],1
"['what', 'do', 'moth', 'eggs', 'look', 'like']",[2],1
"['images', 'of', 'all', 'moth', 'eggs']",[3],1
"['what', 'do', 'moth', 'eggs', 'look', 'like']","[2, 4, 5]",3
"['are', 'you', 'wondering', 'what', 'moths', 'eat']","[2, 5]",2
"['no', 'im', 'not', 'wondering', 'about', 'their', 'diet']",[3],1
"['what', 'do', 'moth', 'eggs', 'look', 'like']",[2],1
